,AL,AR,AZ,CA,CO,CT,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,MI,MN,MO,NC,NE,NM,NV,NY,OH,OK,OR,PA,RI,SC,TN,TX,UT,VA,WA,WI
2013-05-31,2362.0,3426.0,9256.0,32976.0,6959.0,4801.0,22650.0,6227.0,692.0,1056.0,1127.0,9363.0,3187.0,273.0,1673.0,1614.0,6618.0,2797.0,6382.0,5359.0,6204.0,6883.0,1246.0,939.0,3001.0,14944.0,6513.0,2828.0,3203.0,9001.0,1508.0,2606.0,5048.0,14084.0,2942.0,9184.0,4637.0,2572.0
2013-06-30,2198.0,3436.0,8087.0,30861.0,7019.0,5394.0,20494.0,6069.0,725.0,1067.0,1047.0,9825.0,3029.0,271.0,1574.0,1532.0,7791.0,3196.0,6544.0,5445.0,5913.0,6788.0,1311.0,925.0,2960.0,16053.0,6845.0,2921.0,3158.0,9764.0,1634.0,2580.0,5062.0,13400.0,2820.0,9720.0,4677.0,2739.0
2013-07-31,2370.0,3308.0,7949.0,33481.0,7736.0,5766.0,21322.0,6565.0,758.0,1123.0,1150.0,10389.0,3201.0,299.0,1787.0,1570.0,8340.0,2924.0,6983.0,5560.0,6353.0,6811.0,1330.0,977.0,3073.0,18644.0,7147.0,3205.0,3474.0,9926.0,1638.0,2657.0,5316.0,14476.0,2878.0,9400.0,5214.0,2876.0
2013-08-31,2312.0,3444.0,7370.0,33234.0,7059.0,5445.0,20696.0,6329.0,892.0,1091.0,1076.0,10302.0,2947.0,317.0,1734.0,1701.0,7939.0,2819.0,7291.0,6053.0,6139.0,6461.0,1368.0,909.0,2947.0,19284.0,6928.0,3131.0,3305.0,9682.0,1655.0,2814.0,5126.0,14128.0,2742.0,8783.0,4958.0,2675.0
2013-09-30,1957.0,3088.0,6621.0,27929.0,5884.0,4045.0,18086.0,5241.0,740.0,884.0,927.0,8411.0,2351.0,282.0,1544.0,1356.0,6028.0,2291.0,6655.0,4829.0,5034.0,5222.0,1063.0,766.0,2680.0,16549.0,5653.0,2705.0,2793.0,7780.0,1355.0,2356.0,4318.0,11317.0,2317.0,7041.0,4162.0,2057.0
2013-10-31,2030.0,2997.0,6626.0,29122.0,5544.0,4133.0,18161.0,5333.0,715.0,874.0,798.0,8574.0,2347.0,253.0,1373.0,1290.0,5714.0,2294.0,6377.0,4490.0,4782.0,5425.0,1174.0,769.0,2741.0,16405.0,5816.0,2435.0,2737.0,7860.0,1394.0,2195.0,4233.0,10560.0,2267.0,7188.0,4130.0,1893.0
2013-11-30,1684.0,2325.0,5563.0,24807.0,4604.0,3734.0,15740.0,4537.0,719.0,709.0,722.0,6924.0,1979.0,243.0,1302.0,1099.0,5077.0,2049.0,4985.0,3730.0,4082.0,4540.0,896.0,579.0,2298.0,13191.0,5070.0,2142.0,2241.0,6725.0,1211.0,1836.0,3722.0,8907.0,1858.0,5905.0,3361.0,1834.0
2013-12-31,1811.0,2618.0,6376.0,25440.0,4523.0,3914.0,18321.0,4684.0,736.0,696.0,730.0,7206.0,1954.0,194.0,1190.0,1143.0,5196.0,2071.0,4828.0,3390.0,4140.0,4870.0,898.0,651.0,2492.0,14299.0,5000.0,2120.0,2259.0,7112.0,1193.0,2016.0,3767.0,9510.0,1927.0,6529.0,3343.0,1442.0
2014-01-31,1465.0,2128.0,5151.0,19941.0,3324.0,2686.0,14369.0,3773.0,581.0,445.0,568.0,5306.0,1423.0,179.0,888.0,930.0,3591.0,1447.0,3863.0,2729.0,3022.0,3750.0,696.0,555.0,2040.0,11528.0,3810.0,1681.0,1693.0,5108.0,898.0,1497.0,2820.0,7152.0,1495.0,4513.0,2400.0,1108.0
2014-02-28,1494.0,2198.0,5811.0,19933.0,3681.0,2306.0,14925.0,4053.0,503.0,482.0,557.0,5068.0,1479.0,194.0,910.0,1042.0,2784.0,1415.0,3484.0,2567.0,3209.0,3701.0,651.0,565.0,1966.0,9117.0,3831.0,1768.0,1785.0,4370.0,739.0,1558.0,3070.0,8288.0,1645.0,4821.0,2661.0,1054.0
2014-03-31,1950.0,2594.0,7106.0,25010.0,4837.0,3033.0,18762.0,5125.0,636.0,694.0,794.0,6537.0,1984.0,249.0,1168.0,1193.0,3780.0,1773.0,4234.0,3306.0,4122.0,4859.0,903.0,724.0,2454.0,10826.0,4969.0,2352.0,2252.0,5685.0,967.0,2178.0,4059.0,10515.0,2129.0,5953.0,3464.0,1545.0
2014-04-30,2250.0,2930.0,8205.0,29529.0,5998.0,3429.0,21520.0,5772.0,699.0,784.0,959.0,7854.0,2397.0,296.0,1335.0,1419.0,4744.0,2017.0,4975.0,3939.0,4926.0,5715.0,1057.0,729.0,2640.0,11438.0,5879.0,2529.0,2681.0,6801.0,1168.0,2413.0,4605.0,11753.0,2346.0,7241.0,4125.0,1915.0
2014-05-31,2438.0,3344.0,7964.0,30712.0,7076.0,4218.0,21524.0,6876.0,791.0,1056.0,1098.0,9336.0,2938.0,391.0,1586.0,1669.0,6295.0,2461.0,6102.0,5031.0,6211.0,6764.0,1321.0,837.0,2802.0,13621.0,7118.0,2918.0,3046.0,8316.0,1407.0,2765.0,5208.0,13543.0,2768.0,8467.0,4674.0,2442.0
2014-06-30,2462.0,3454.0,7667.0,30566.0,7715.0,5608.0,21095.0,7196.0,722.0,1124.0,1044.0,11171.0,3061.0,327.0,1742.0,1741.0,8033.0,3026.0,6845.0,5708.0,6492.0,7239.0,1448.0,853.0,2860.0,16051.0,7932.0,3056.0,3284.0,9922.0,1653.0,3085.0,5511.0,14319.0,2739.0,9371.0,5006.0,2948.0
2014-07-31,2521.0,3408.0,7260.0,31373.0,7855.0,5611.0,20585.0,7092.0,774.0,1138.0,1133.0,11428.0,3011.0,362.0,1784.0,1689.0,8030.0,2772.0,7384.0,5570.0,6386.0,7142.0,1352.0,873.0,2944.0,17697.0,8187.0,3043.0,3348.0,9659.0,1600.0,2961.0,5613.0,14236.0,2779.0,8860.0,5134.0,2831.0
2014-08-31,2404.0,3264.0,6827.0,29419.0,7113.0,5069.0,19559.0,6721.0,779.0,1009.0,1042.0,10306.0,2777.0,331.0,1774.0,1631.0,7565.0,2697.0,7052.0,5411.0,6058.0,6728.0,1277.0,865.0,2735.0,17567.0,7492.0,2953.0,3236.0,9176.0,1475.0,2810.0,5327.0,13612.0,2792.0,8181.0,4796.0,2444.0
2014-09-30,2266.0,3096.0,6631.0,27648.0,6598.0,4412.0,18777.0,6040.0,734.0,905.0,943.0,9463.0,2565.0,292.0,1454.0,1499.0,6095.0,2457.0,6767.0,4405.0,5268.0,5757.0,1153.0,732.0,2659.0,15552.0,6891.0,2688.0,2966.0,8141.0,1480.0,2659.0,4966.0,11810.0,2499.0,7077.0,4495.0,2117.0
2014-10-31,2148.0,3263.0,6467.0,29294.0,6428.0,4465.0,20028.0,6255.0,873.0,922.0,941.0,9495.0,2535.0,280.0,1463.0,1429.0,6115.0,2390.0,6879.0,4630.0,5344.0,6106.0,1024.0,773.0,2607.0,16184.0,6747.0,2673.0,3134.0,8222.0,1521.0,2643.0,4915.0,11628.0,2525.0,7325.0,4583.0,2151.0
2014-11-30,1614.0,2598.0,5359.0,22703.0,4806.0,3371.0,15788.0,4842.0,624.0,718.0,714.0,6892.0,1888.0,229.0,1178.0,1151.0,4858.0,1948.0,5197.0,3477.0,4035.0,4627.0,827.0,617.0,2283.0,12463.0,5041.0,2118.0,2331.0,6635.0,1165.0,1992.0,3872.0,8780.0,1996.0,5798.0,3459.0,1481.0
2014-12-31,1819.0,3019.0,6670.0,26111.0,5315.0,4012.0,20640.0,5701.0,741.0,802.0,772.0,7833.0,2127.0,269.0,1315.0,1376.0,5585.0,2364.0,5394.0,3602.0,4559.0,5687.0,935.0,682.0,2587.0,14942.0,5394.0,2401.0,2664.0,7990.0,1365.0,2453.0,4497.0,10591.0,2164.0,7177.0,3733.0,1651.0
2015-01-31,1380.0,2193.0,5097.0,18845.0,3608.0,2663.0,14727.0,4190.0,578.0,541.0,588.0,5462.0,1427.0,197.0,985.0,1050.0,3618.0,1517.0,4176.0,2972.0,3233.0,4031.0,663.0,555.0,1980.0,11172.0,4003.0,1690.0,1833.0,5315.0,916.0,1823.0,3167.0,7362.0,1522.0,4834.0,2549.0,1103.0
2015-02-28,1532.0,2514.0,6211.0,19774.0,3972.0,2596.0,16729.0,4588.0,547.0,567.0,673.0,5285.0,1597.0,195.0,919.0,1110.0,2889.0,1555.0,3944.0,2872.0,3661.0,4123.0,671.0,580.0,2172.0,10066.0,4017.0,1890.0,1925.0,5080.0,786.0,1936.0,3295.0,8577.0,1982.0,4979.0,2850.0,1117.0
2015-03-31,2081.0,3289.0,8584.0,28526.0,5813.0,3114.0,22797.0,6662.0,690.0,825.0,974.0,7731.0,2214.0,292.0,1316.0,1494.0,3876.0,2112.0,5162.0,4337.0,5293.0,5998.0,1013.0,860.0,2929.0,12144.0,5714.0,2604.0,2917.0,6999.0,1007.0,2828.0,4692.0,11537.0,2880.0,7216.0,4342.0,1953.0
2015-04-30,2302.0,3505.0,9187.0,32568.0,6707.0,3670.0,24126.0,7224.0,836.0,1022.0,1147.0,9048.0,2579.0,321.0,1482.0,1550.0,4470.0,2350.0,5957.0,5385.0,5968.0,6368.0,1173.0,872.0,3064.0,12386.0,6378.0,2637.0,3412.0,7796.0,1112.0,2951.0,4977.0,12278.0,2943.0,8046.0,5168.0,2319.0
2015-05-31,2343.0,3742.0,9018.0,32439.0,7708.0,4595.0,23971.0,7948.0,805.0,1291.0,1201.0,10721.0,3000.0,358.0,1710.0,1869.0,6110.0,2906.0,6613.0,6370.0,7134.0,7486.0,1463.0,928.0,3025.0,13837.0,7640.0,3090.0,3591.0,9268.0,1473.0,3245.0,5924.0,13739.0,3167.0,9102.0,5492.0,2795.0
2015-06-30,2496.0,4185.0,9525.0,36601.0,8852.0,6353.0,26029.0,8798.0,813.0,1416.0,1397.0,13599.0,3529.0,434.0,2103.0,1856.0,9295.0,3680.0,8224.0,7097.0,7739.0,8702.0,1581.0,1025.0,3390.0,18461.0,9039.0,3197.0,4301.0,11794.0,1920.0,3817.0,6540.0,15405.0,3567.0,11222.0,6192.0,3554.0
2015-07-31,2161.0,4381.0,8844.0,36309.0,8656.0,6512.0,25079.0,8699.0,838.0,1423.0,1314.0,13075.0,3488.0,447.0,2066.0,1962.0,9724.0,3203.0,8366.0,6584.0,7701.0,8588.0,1534.0,1101.0,3491.0,20733.0,9134.0,3357.0,4267.0,11763.0,1932.0,3622.0,6547.0,15641.0,3527.0,10447.0,6336.0,3349.0
2015-08-31,1534.0,5334.0,7753.0,32145.0,7832.0,5509.0,22511.0,7916.0,754.0,1186.0,1205.0,11783.0,2937.0,364.0,1868.0,1907.0,8588.0,3155.0,7749.0,6142.0,6521.0,7451.0,1323.0,987.0,3231.0,19902.0,8328.0,3105.0,4050.0,10769.0,1743.0,3211.0,6032.0,14446.0,3161.0,9041.0,5553.0,2684.0
2015-09-30,1304.0,5068.0,7711.0,31015.0,7339.0,5111.0,22095.0,7194.0,821.0,1005.0,1163.0,10586.0,2660.0,409.0,1814.0,1772.0,7187.0,2791.0,7782.0,5383.0,5940.0,6895.0,1235.0,937.0,3020.0,18279.0,7555.0,2861.0,3790.0,9386.0,1642.0,3113.0,5762.0,12898.0,3008.0,8325.0,5315.0,2348.0
2015-10-31,1120.0,4061.0,7011.0,29456.0,6644.0,4661.0,21378.0,6658.0,771.0,1040.0,1063.0,10084.0,2545.0,342.0,1658.0,1488.0,6748.0,2704.0,7344.0,5108.0,5610.0,6536.0,1209.0,869.0,2778.0,17924.0,7051.0,2574.0,3463.0,9171.0,1666.0,2742.0,5137.0,11691.0,2619.0,7729.0,4898.0,2242.0
2015-11-30,915.0,2654.0,5703.0,23050.0,5045.0,3627.0,17500.0,5338.0,606.0,760.0,812.0,7191.0,1978.0,236.0,1198.0,1296.0,5351.0,2162.0,5358.0,3814.0,4253.0,4888.0,896.0,667.0,2361.0,14363.0,5409.0,1979.0,2717.0,7159.0,1297.0,2151.0,3940.0,9308.0,2089.0,6492.0,3808.0,1589.0
2015-12-31,1108.0,2769.0,7508.0,29570.0,6110.0,4366.0,22522.0,6589.0,782.0,892.0,961.0,8579.0,2419.0,331.0,1427.0,1498.0,6453.0,2656.0,5950.0,4161.0,5271.0,6175.0,1097.0,844.0,3177.0,16818.0,6453.0,2363.0,3212.0,8634.0,1514.0,2676.0,4916.0,11651.0,2543.0,8014.0,4549.0,1794.0
2016-01-31,849.0,1818.0,5818.0,20772.0,4150.0,3088.0,16642.0,4799.0,621.0,707.0,648.0,6356.0,1529.0,237.0,1149.0,1190.0,4534.0,1912.0,5034.0,3303.0,3784.0,4341.0,732.0,590.0,2205.0,13034.0,4617.0,1901.0,2269.0,6333.0,1040.0,2032.0,3460.0,8123.0,1840.0,5404.0,2890.0,1265.0
2016-02-29,959.0,1635.0,6461.0,20857.0,4447.0,2805.0,18400.0,5564.0,698.0,670.0,749.0,6299.0,1837.0,240.0,1241.0,1308.0,3659.0,2031.0,4735.0,3308.0,3968.0,4779.0,757.0,689.0,2502.0,12537.0,5053.0,2030.0,2179.0,6127.0,1037.0,2270.0,3949.0,9703.0,1950.0,5856.0,3251.0,1210.0
2016-03-31,1299.0,1577.0,9342.0,29116.0,6129.0,3742.0,24875.0,7609.0,756.0,958.0,1056.0,8842.0,2423.0,394.0,1675.0,1730.0,4844.0,2416.0,6059.0,4709.0,5905.0,6758.0,1101.0,949.0,3316.0,14417.0,6922.0,2788.0,3105.0,7620.0,1268.0,3018.0,5322.0,12639.0,2830.0,7645.0,4827.0,2016.0
2016-04-30,1417.0,1297.0,9417.0,31384.0,6601.0,4423.0,25823.0,8142.0,777.0,1109.0,1215.0,10669.0,2814.0,416.0,1755.0,1721.0,5547.0,2803.0,6561.0,4909.0,6499.0,7591.0,1276.0,1044.0,3313.0,14352.0,7994.0,3022.0,3320.0,8952.0,1471.0,3287.0,5853.0,13025.0,3049.0,8995.0,5319.0,2578.0
2016-05-31,1696.0,1321.0,9843.0,33105.0,7687.0,4841.0,26533.0,9443.0,826.0,1293.0,1348.0,12113.0,3481.0,465.0,1958.0,2050.0,7100.0,3452.0,7534.0,5441.0,7662.0,8799.0,1439.0,1041.0,4354.0,16170.0,8902.0,3312.0,3789.0,10532.0,1832.0,3778.0,6493.0,14364.0,3525.0,10713.0,6023.0,3032.0
2016-06-30,1667.0,1192.0,9986.0,36581.0,8569.0,5738.0,28066.0,10173.0,900.0,1576.0,1544.0,14701.0,3730.0,493.0,2204.0,2153.0,10066.0,4098.0,8916.0,7687.0,8495.0,10071.0,1626.0,1133.0,0.0,20889.0,10036.0,3340.0,4106.0,13168.0,2179.0,4163.0,6951.0,15720.0,3699.0,12236.0,6844.0,3770.0
2016-07-31,1454.0,902.0,8591.0,32495.0,7827.0,4275.0,24669.0,9527.0,788.0,1291.0,1375.0,12826.0,3358.0,474.0,1940.0,1920.0,8073.0,3255.0,8073.0,6524.0,7320.0,8480.0,1369.0,1091.0,6611.0,19984.0,9079.0,3063.0,3607.0,10994.0,1914.0,3608.0,6392.0,14429.0,3214.0,10382.0,6279.0,3132.0
2016-08-31,1608.0,926.0,8782.0,34317.0,8046.0,4227.0,26103.0,9767.0,846.0,1223.0,1368.0,13415.0,3277.0,519.0,2008.0,1783.0,9158.0,3420.0,8860.0,6652.0,7364.0,8854.0,1321.0,1097.0,6838.0,22715.0,9339.0,3177.0,3892.0,11393.0,2022.0,3696.0,6560.0,15286.0,3601.0,10565.0,6566.0,3042.0
2016-09-30,1393.0,910.0,8168.0,32005.0,7441.0,3298.0,23431.0,8548.0,809.0,1098.0,1287.0,11079.0,3017.0,415.0,1923.0,1798.0,7318.0,3154.0,8221.0,5888.0,6638.0,7824.0,1292.0,1005.0,6266.0,19844.0,8584.0,3024.0,3634.0,9876.0,1897.0,3417.0,5964.0,13336.0,3308.0,8782.0,5912.0,2506.0
2016-10-31,1211.0,1112.0,7801.0,29804.0,6750.0,3020.0,21032.0,7905.0,676.0,1060.0,1100.0,9865.0,2615.0,368.0,1803.0,1878.0,6394.0,3013.0,7421.0,5141.0,5948.0,7073.0,1138.0,847.0,5687.0,17844.0,7878.0,2659.0,3348.0,9242.0,1689.0,3109.0,5589.0,11947.0,2957.0,8317.0,5444.0,2177.0
2016-11-30,1159.0,1153.0,7591.0,28911.0,6307.0,2757.0,20572.0,7290.0,661.0,969.0,1157.0,8965.0,2393.0,331.0,1700.0,1713.0,6303.0,2866.0,6732.0,4551.0,5522.0,6564.0,1066.0,825.0,5647.0,16913.0,6869.0,2298.0,3163.0,8909.0,1605.0,2652.0,4967.0,11100.0,2753.0,7921.0,5035.0,1897.0
2016-12-31,1195.0,1227.0,7830.0,28535.0,6216.0,3039.0,23461.0,7824.0,791.0,974.0,1007.0,8667.0,2468.0,341.0,1609.0,1678.0,6227.0,3203.0,6392.0,4275.0,5582.0,6990.0,988.0,899.0,5026.0,18102.0,6968.0,2474.0,3300.0,8971.0,1652.0,2920.0,5169.0,11634.0,2673.0,8126.0,4612.0,1874.0
2017-01-31,920.0,994.0,6916.0,21897.0,4583.0,2374.0,18554.0,5559.0,712.0,725.0,686.0,6935.0,1677.0,284.0,1166.0,1458.0,4714.0,2324.0,5475.0,3133.0,3845.0,5235.0,741.0,663.0,2598.0,15458.0,5128.0,1779.0,2280.0,6846.0,1208.0,2259.0,3970.0,8488.0,1881.0,6473.0,3652.0,1269.0
2017-02-28,1032.0,1010.0,7313.0,21002.0,4440.0,1887.0,19697.0,6254.0,644.0,702.0,654.0,6020.0,1815.0,256.0,1182.0,1335.0,3397.0,2233.0,4730.0,2800.0,4020.0,5354.0,627.0,683.0,2698.0,13008.0,5269.0,2036.0,2113.0,6051.0,1005.0,2501.0,4086.0,9731.0,1934.0,6469.0,3530.0,1224.0
2017-03-31,1542.0,1386.0,10608.0,31057.0,6627.0,2589.0,28180.0,9521.0,818.0,1062.0,979.0,9969.0,3002.0,387.0,1801.0,1836.0,5120.0,3161.0,6638.0,4284.0,6286.0,8359.0,1053.0,1031.0,3713.0,15670.0,7702.0,2988.0,2985.0,9072.0,1373.0,3544.0,5696.0,13074.0,2831.0,9066.0,4903.0,2023.0
2017-04-30,1450.0,1258.0,9864.0,29972.0,6676.0,2734.0,26333.0,8791.0,791.0,1046.0,1127.0,10579.0,2942.0,374.0,1621.0,1745.0,5181.0,3200.0,6460.0,4819.0,6438.0,8031.0,1093.0,1070.0,3351.0,15021.0,7691.0,2791.0,2859.0,9273.0,1506.0,3314.0,5599.0,12763.0,2853.0,9725.0,4904.0,2358.0
2017-05-31,1702.0,1352.0,11062.0,35370.0,7959.0,5163.0,29832.0,10709.0,889.0,1377.0,1409.0,13297.0,3530.0,480.0,1968.0,2063.0,7471.0,3952.0,8209.0,6486.0,7998.0,9510.0,1381.0,1266.0,4201.0,18576.0,9846.0,3637.0,3701.0,11552.0,1850.0,3920.0,6808.0,15617.0,3457.0,11791.0,6415.0,2985.0
2017-06-30,1767.0,1398.0,10687.0,38812.0,8757.0,6864.0,29987.0,11239.0,885.0,1627.0,1566.0,15210.0,4028.0,498.0,2147.0,2208.0,10135.0,4702.0,9418.0,7685.0,8606.0,10525.0,1538.0,1271.0,4421.0,22409.0,10596.0,3457.0,4093.0,13684.0,2302.0,4338.0,7003.0,16440.0,3586.0,12965.0,7146.0,3785.0
2017-07-31,1518.0,1063.0,8840.0,32479.0,7749.0,5929.0,25835.0,9737.0,827.0,1333.0,1378.0,12239.0,3294.0,432.0,1887.0,1984.0,8529.0,3488.0,8146.0,6307.0,7466.0,8983.0,1363.0,1113.0,3736.0,20369.0,9075.0,3075.0,3652.0,11668.0,2044.0,3900.0,6473.0,14758.0,3183.0,10680.0,6442.0,3062.0
2017-08-31,1689.0,1003.0,9157.0,36139.0,8080.0,6242.0,27156.0,9936.0,944.0,1275.0,1502.0,12779.0,3334.0,448.0,2121.0,1966.0,9190.0,3884.0,9193.0,6613.0,7586.0,9595.0,1416.0,1137.0,3955.0,23961.0,9963.0,3134.0,3873.0,12073.0,2130.0,3918.0,6839.0,15255.0,3619.0,10656.0,6877.0,3091.0
2017-09-30,1339.0,938.0,8212.0,31040.0,6976.0,4871.0,18917.0,8327.0,898.0,1096.0,1397.0,10333.0,2974.0,413.0,1800.0,1690.0,7085.0,3186.0,8058.0,5499.0,6392.0,8106.0,1142.0,1013.0,3454.0,19791.0,8433.0,2789.0,3314.0,10170.0,1981.0,3335.0,5829.0,12682.0,3069.0,8876.0,5936.0,2493.0
2017-10-31,1226.0,865.0,8219.0,29399.0,6849.0,4071.0,21968.0,8388.0,845.0,1086.0,1239.0,9631.0,2891.0,405.0,1656.0,1588.0,6888.0,3178.0,8135.0,5125.0,6248.0,7791.0,1099.0,936.0,3557.0,19513.0,8226.0,2603.0,3282.0,9954.0,1886.0,3066.0,5765.0,12146.0,3174.0,9058.0,5903.0,2304.0
2017-11-30,1260.0,812.0,8002.0,26559.0,6347.0,3228.0,21304.0,7563.0,829.0,944.0,1121.0,8546.0,2593.0,346.0,1551.0,1493.0,6626.0,3013.0,7012.0,4638.0,5861.0,7210.0,1065.0,808.0,3184.0,17395.0,7342.0,2388.0,3066.0,9391.0,1658.0,2965.0,5180.0,11410.0,2725.0,8190.0,5212.0,1945.0
2017-12-31,1149.0,725.0,7793.0,25517.0,5660.0,3032.0,23870.0,7570.0,841.0,960.0,1015.0,8329.0,2496.0,346.0,1487.0,1474.0,5985.0,2830.0,6176.0,3971.0,5537.0,6756.0,1048.0,828.0,3254.0,17786.0,6853.0,2484.0,2935.0,9198.0,1624.0,3007.0,5096.0,11701.0,2555.0,7941.0,4549.0,1800.0
2018-01-31,892.0,585.0,6888.0,20386.0,4397.0,2287.0,19040.0,5599.0,625.0,657.0,789.0,6278.0,1846.0,236.0,1244.0,1201.0,4577.0,2083.0,5178.0,2829.0,4140.0,5354.0,762.0,729.0,2876.0,15295.0,5134.0,1943.0,2115.0,7030.0,1133.0,2364.0,3955.0,8722.0,2083.0,6223.0,3253.0,1334.0
2018-02-28,1148.0,665.0,7788.0,20338.0,4565.0,1914.0,20102.0,6468.0,549.0,680.0,836.0,5863.0,1923.0,267.0,1381.0,1369.0,3319.0,2140.0,4579.0,2647.0,4197.0,5540.0,718.0,696.0,2616.0,12786.0,5169.0,2099.0,2277.0,5801.0,1029.0,2567.0,4125.0,10168.0,2278.0,6216.0,3653.0,1309.0
2018-03-31,1520.0,852.0,10697.0,28768.0,6434.0,2528.0,27588.0,9001.0,822.0,1035.0,1121.0,9770.0,2723.0,428.0,1666.0,1831.0,4751.0,2898.0,6259.0,4025.0,6055.0,7850.0,915.0,1054.0,3995.0,14697.0,7602.0,2808.0,2958.0,8656.0,1337.0,3616.0,5684.0,13196.0,2839.0,8817.0,4861.0,2186.0
2018-04-30,1602.0,978.0,10400.0,29406.0,6803.0,2955.0,28692.0,9358.0,876.0,1148.0,1225.0,11928.0,3076.0,398.0,1867.0,1927.0,5472.0,3216.0,6851.0,4654.0,6597.0,8285.0,1056.0,1085.0,3634.0,15828.0,8105.0,2799.0,3308.0,9767.0,1466.0,3576.0,6113.0,13601.0,2836.0,9868.0,5418.0,2441.0
2018-05-31,1973.0,1136.0,11388.0,32385.0,8022.0,3599.0,30016.0,10732.0,881.0,1480.0,1600.0,14316.0,3582.0,525.0,2129.0,2131.0,7127.0,3743.0,8411.0,5918.0,8374.0,9533.0,1369.0,1197.0,3965.0,18304.0,9777.0,3424.0,3736.0,11667.0,1875.0,4283.0,6970.0,15905.0,3294.0,11788.0,6381.0,2932.0
2018-06-30,1822.0,1043.0,10651.0,32565.0,8270.0,4744.0,29525.0,10636.0,958.0,1497.0,1614.0,15531.0,3887.0,509.0,2196.0,2114.0,9723.0,4326.0,8938.0,7287.0,8573.0,10147.0,1619.0,1189.0,4108.0,21684.0,10585.0,3481.0,4007.0,13988.0,2177.0,4499.0,7203.0,16103.0,3544.0,12663.0,6845.0,3492.0
