,AL,AR,AZ,CA,CO,CT,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,MI,MN,MO,NC,NE,NM,NV,NY,OH,OK,OR,PA,RI,SC,TN,TX,UT,VA,WA,WI
2018-07-31,1722.0,1020.0,9641.0,30401.0,7595.0,4247.0,27094.0,10091.0,831.0,1406.0,1596.0,13611.0,3526.0,456.0,2159.0,2179.0,8727.0,3650.0,8859.0,6430.0,7900.0,9335.0,1438.0,1150.0,3998.0,21683.0,9878.0,3379.0,3756.0,12646.0,1987.0,4095.0,6617.0,15414.0,3198.0,11343.0,6225.0,3119.0
2018-08-31,1775.0,1056.0,9368.0,31213.0,7666.0,4318.0,27634.0,9800.0,993.0,1431.0,1634.0,13529.0,3586.0,431.0,2424.0,2067.0,9204.0,3838.0,9317.0,6759.0,7975.0,9425.0,1600.0,1166.0,3880.0,23440.0,9972.0,3541.0,4100.0,12852.0,2146.0,4223.0,6998.0,15462.0,3459.0,10828.0,5926.0,3057.0
2018-09-30,1425.0,822.0,7735.0,24202.0,5979.0,3026.0,21989.0,8034.0,857.0,1002.0,1204.0,10372.0,2969.0,395.0,1904.0,1675.0,6408.0,2891.0,7641.0,5275.0,6281.0,7187.0,1298.0,983.0,2980.0,17714.0,7768.0,2899.0,3018.0,9780.0,1707.0,3098.0,5715.0,11973.0,2731.0,8156.0,4701.0,2379.0
2018-10-31,1459.0,865.0,8432.0,26937.0,6222.0,3336.0,23801.0,8246.0,763.0,1108.0,1402.0,10729.0,3008.0,364.0,1828.0,1654.0,6630.0,3105.0,7864.0,5334.0,6484.0,7291.0,1326.0,1001.0,3324.0,19525.0,8286.0,3060.0,3259.0,10300.0,1838.0,3232.0,5815.0,12053.0,2834.0,8790.0,4949.0,2332.0
2018-11-30,1360.0,800.0,7509.0,23275.0,5372.0,3030.0,21742.0,7397.0,742.0,1048.0,1218.0,9343.0,2586.0,308.0,1607.0,1443.0,6636.0,2776.0,6606.0,4607.0,5865.0,6673.0,1112.0,898.0,2860.0,17097.0,7213.0,2663.0,2806.0,9594.0,1674.0,3048.0,5156.0,10741.0,2612.0,8185.0,4311.0,2086.0
2018-12-31,1085.0,730.0,7166.0,20987.0,4879.0,2801.0,21336.0,6784.0,749.0,853.0,959.0,8114.0,2331.0,290.0,1479.0,1297.0,5449.0,2509.0,5744.0,3756.0,4934.0,6094.0,990.0,842.0,2612.0,16439.0,6368.0,2414.0,2321.0,8660.0,1381.0,2952.0,4606.0,10872.0,2264.0,7875.0,3838.0,1653.0
2019-01-31,926.0,557.0,6221.0,17032.0,3936.0,2137.0,17055.0,5294.0,592.0,641.0,844.0,6041.0,1583.0,217.0,1227.0,1148.0,4123.0,2129.0,4853.0,2801.0,3975.0,5061.0,759.0,722.0,2259.0,14111.0,4869.0,1991.0,1906.0,6672.0,1081.0,2177.0,3974.0,8048.0,1659.0,6269.0,2910.0,1259.0
2019-02-28,1185.0,727.0,7360.0,18441.0,4630.0,1917.0,19723.0,6614.0,585.0,645.0,970.0,6368.0,1956.0,308.0,1245.0,1374.0,3676.0,2034.0,4705.0,2852.0,4205.0,5683.0,788.0,722.0,2406.0,11659.0,5118.0,2317.0,2117.0,6448.0,995.0,2734.0,4409.0,10224.0,1907.0,6571.0,3433.0,1375.0
2019-03-31,1481.0,869.0,9527.0,24650.0,5943.0,2576.0,25933.0,8717.0,755.0,835.0,1161.0,8977.0,2644.0,362.0,1655.0,1647.0,4853.0,2869.0,5944.0,3663.0,5608.0,7504.0,862.0,972.0,3147.0,14041.0,6702.0,3102.0,2694.0,8598.0,1359.0,3540.0,5537.0,12878.0,2566.0,8953.0,4095.0,1845.0
2019-04-30,1696.0,958.0,10705.0,28310.0,6882.0,3074.0,29512.0,9389.0,794.0,1037.0,1320.0,11023.0,2939.0,387.0,1759.0,1879.0,5779.0,3221.0,6861.0,4360.0,6635.0,8301.0,991.0,1165.0,3499.0,15090.0,8227.0,3316.0,3071.0,9886.0,1460.0,3833.0,6200.0,14379.0,2971.0,10449.0,5173.0,2246.0
2019-05-31,1897.0,1113.0,11528.0,31632.0,8000.0,3891.0,31698.0,10780.0,855.0,1310.0,1635.0,13338.0,3444.0,469.0,2090.0,2204.0,7584.0,3891.0,8373.0,6071.0,8237.0,9696.0,1343.0,1305.0,3907.0,18032.0,9801.0,4005.0,3644.0,12105.0,1978.0,4433.0,7380.0,16641.0,3591.0,12474.0,5967.0,2892.0
2019-06-30,1642.0,1021.0,10326.0,28977.0,7820.0,4372.0,27967.0,10014.0,800.0,1331.0,1593.0,13430.0,3485.0,433.0,2075.0,1995.0,8627.0,4075.0,8287.0,6793.0,8179.0,9504.0,1332.0,1158.0,3431.0,19379.0,9441.0,3572.0,3502.0,12712.0,2043.0,4290.0,7027.0,15211.0,3392.0,12044.0,6019.0,3170.0
2019-07-31,1631.0,1048.0,10207.0,30605.0,7980.0,4343.0,28723.0,10080.0,949.0,1307.0,1606.0,13311.0,3533.0,417.0,2218.0,2079.0,8590.0,3800.0,8577.0,6869.0,8075.0,9454.0,1351.0,1246.0,3730.0,21447.0,9465.0,3776.0,3723.0,12232.0,2141.0,4197.0,7243.0,16197.0,3613.0,11808.0,6169.0,3136.0
2019-08-31,1622.0,1021.0,9591.0,30228.0,7634.0,4169.0,27064.0,9523.0,935.0,1314.0,1503.0,12410.0,3376.0,409.0,2106.0,1924.0,8706.0,3718.0,8694.0,6829.0,7846.0,9173.0,1450.0,1260.0,3654.0,21993.0,9425.0,3734.0,3702.0,12105.0,2042.0,4284.0,7039.0,15696.0,3543.0,10906.0,5825.0,2987.0
2019-09-30,1420.0,956.0,8780.0,26288.0,6648.0,3382.0,23636.0,8148.0,904.0,1104.0,1283.0,10149.0,2918.0,314.0,1846.0,1691.0,6656.0,3181.0,7548.0,5540.0,6374.0,7604.0,1131.0,1083.0,3246.0,18475.0,7721.0,3188.0,3083.0,10064.0,1741.0,3341.0,6116.0,12828.0,2969.0,9140.0,4799.0,2329.0
2019-10-31,1265.0,890.0,8807.0,28383.0,6610.0,3415.0,24415.0,8341.0,905.0,1059.0,1331.0,9989.0,2980.0,297.0,1857.0,1853.0,7025.0,3172.0,7768.0,5467.0,6553.0,8179.0,1102.0,1035.0,3407.0,18965.0,7953.0,3211.0,3299.0,9837.0,1838.0,3493.0,6141.0,12999.0,3160.0,9697.0,5117.0,2223.0
2019-11-30,1158.0,713.0,7933.0,23786.0,5544.0,2994.0,21437.0,6980.0,807.0,908.0,1127.0,8496.0,2538.0,306.0,1654.0,1438.0,6221.0,2799.0,6681.0,4554.0,5504.0,6775.0,1078.0,914.0,2833.0,16310.0,6592.0,2643.0,2751.0,8907.0,1675.0,3046.0,5310.0,10887.0,2647.0,8225.0,4246.0,1984.0
2019-12-31,1213.0,805.0,8514.0,24555.0,5809.0,3279.0,25198.0,7854.0,862.0,937.0,1120.0,8643.0,2537.0,300.0,1616.0,1458.0,6486.0,2878.0,6072.0,4206.0,5873.0,7283.0,927.0,980.0,3039.0,17574.0,6492.0,2716.0,2692.0,9379.0,1731.0,3392.0,5478.0,12782.0,2589.0,8689.0,4312.0,1796.0
2020-01-31,989.0,628.0,7211.0,19644.0,4362.0,2595.0,19462.0,5640.0,672.0,738.0,951.0,6394.0,1769.0,247.0,1232.0,1327.0,4601.0,2400.0,5417.0,2999.0,4199.0,5616.0,682.0,821.0,2823.0,15637.0,4910.0,2213.0,2098.0,7325.0,1232.0,2660.0,4341.0,9396.0,1938.0,6757.0,2896.0,1391.0
2020-02-29,1124.0,723.0,8141.0,19994.0,4852.0,2138.0,20867.0,6897.0,569.0,687.0,947.0,6560.0,1939.0,259.0,1340.0,1363.0,3690.0,2317.0,5088.0,2957.0,4458.0,6002.0,714.0,839.0,2899.0,12880.0,5280.0,2407.0,2330.0,6658.0,1132.0,2840.0,4692.0,11051.0,2175.0,7016.0,3254.0,1323.0
2020-03-31,1344.0,877.0,10020.0,24920.0,6184.0,2867.0,27303.0,8334.0,718.0,942.0,1319.0,9306.0,2739.0,302.0,1712.0,1702.0,5059.0,3050.0,5998.0,4095.0,5885.0,7811.0,900.0,1011.0,3426.0,13852.0,6749.0,2952.0,2790.0,8873.0,1465.0,3793.0,5810.0,13440.0,2631.0,9522.0,4287.0,1968.0
2020-04-30,1291.0,871.0,8164.0,19162.0,5396.0,2908.0,20976.0,7283.0,570.0,1032.0,1170.0,9497.0,2600.0,292.0,1563.0,1564.0,5161.0,3023.0,4366.0,4534.0,5890.0,7227.0,973.0,976.0,2415.0,11723.0,6470.0,2894.0,2537.0,7718.0,1307.0,3182.0,5419.0,11358.0,2449.0,9249.0,3891.0,2137.0
2020-05-31,1333.0,949.0,7848.0,16443.0,4687.0,3192.0,17531.0,7022.0,497.0,1164.0,1102.0,8443.0,2687.0,313.0,1552.0,1457.0,5269.0,2876.0,3491.0,4638.0,6209.0,7072.0,1167.0,952.0,2030.0,12275.0,6946.0,3104.0,2503.0,6274.0,1422.0,3351.0,5488.0,11721.0,2988.0,8924.0,3925.0,2226.0
2020-06-30,1841.0,1144.0,10523.0,25489.0,8315.0,3757.0,25432.0,10017.0,608.0,1526.0,1545.0,11027.0,3449.0,414.0,2153.0,2191.0,6930.0,4168.0,1801.0,6088.0,8166.0,9622.0,1441.0,1187.0,2863.0,14542.0,8915.0,4082.0,3408.0,8683.0,1766.0,4671.0,7312.0,17143.0,3879.0,11661.0,5485.0,2815.0
2020-07-31,1968.0,1291.0,11428.0,32633.0,9627.0,5435.0,31316.0,11181.0,780.0,1727.0,1792.0,14601.0,3941.0,467.0,2369.0,2523.0,9099.0,4693.0,9860.0,6855.0,9101.0,10728.0,1566.0,1496.0,3794.0,18224.0,10333.0,4492.0,4255.0,13688.0,2225.0,5146.0,8110.0,19806.0,4091.0,13205.0,6334.0,3172.0
2020-08-31,1787.0,1205.0,10059.0,31879.0,8705.0,5597.0,30277.0,10646.0,765.0,1538.0,1669.0,14488.0,3629.0,397.0,2260.0,2265.0,9216.0,4462.0,9493.0,6707.0,8674.0,9589.0,1340.0,1282.0,3462.0,21115.0,9814.0,4173.0,4002.0,13662.0,2165.0,4583.0,7404.0,17501.0,3731.0,12770.0,6190.0,2872.0
2020-09-30,1810.0,1179.0,10816.0,33491.0,8547.0,5297.0,29893.0,10394.0,844.0,1411.0,1605.0,14307.0,3585.0,345.0,1972.0,2277.0,8585.0,4582.0,9454.0,6614.0,8373.0,9513.0,1303.0,1283.0,3779.0,22268.0,9863.0,4092.0,4133.0,13445.0,2233.0,4654.0,7404.0,16602.0,3653.0,12917.0,6539.0,2806.0
2020-10-31,1755.0,1157.0,11471.0,34071.0,8319.0,5544.0,31475.0,10480.0,812.0,1411.0,1560.0,15518.0,3648.0,405.0,2172.0,2208.0,8764.0,5136.0,9397.0,7004.0,8104.0,9811.0,1366.0,1278.0,3757.0,24735.0,9977.0,3897.0,4162.0,14063.0,2300.0,4732.0,7213.0,16166.0,3534.0,12922.0,6623.0,2546.0
2020-11-30,1593.0,1020.0,10356.0,30482.0,6698.0,4662.0,27615.0,8828.0,720.0,1165.0,1250.0,12956.0,3056.0,296.0,1886.0,1957.0,7457.0,4494.0,7993.0,5597.0,7114.0,8364.0,1189.0,1176.0,3627.0,21980.0,8070.0,3269.0,3605.0,12281.0,2081.0,3909.0,6230.0,13967.0,3057.0,11378.0,5238.0,2263.0
2020-12-31,1618.0,1026.0,11263.0,33128.0,6554.0,4863.0,32888.0,9712.0,901.0,1178.0,1118.0,12847.0,3165.0,285.0,1966.0,2125.0,8167.0,4887.0,8038.0,5165.0,7457.0,8854.0,1149.0,1199.0,3887.0,25323.0,8405.0,3631.0,3552.0,12692.0,2230.0,4402.0,6983.0,15360.0,2865.0,11962.0,5277.0,2251.0
2021-01-31,1315.0,783.0,8446.0,23864.0,4313.0,3524.0,24218.0,6801.0,714.0,807.0,737.0,10159.0,1936.0,300.0,1439.0,1660.0,5237.0,3767.0,6569.0,3553.0,5217.0,6544.0,762.0,947.0,3296.0,20871.0,5862.0,2709.0,2379.0,9410.0,1427.0,3189.0,4839.0,10817.0,1958.0,8372.0,3424.0,1470.0
2021-02-28,1388.0,784.0,9147.0,23935.0,4917.0,2756.0,26814.0,7484.0,680.0,771.0,686.0,9632.0,1976.0,200.0,1388.0,1851.0,4158.0,3797.0,6000.0,3261.0,4803.0,6988.0,703.0,922.0,3415.0,17733.0,5852.0,2708.0,2604.0,8249.0,1210.0,3301.0,4858.0,10758.0,2130.0,9053.0,3727.0,1321.0
2021-03-31,1873.0,1029.0,12173.0,33200.0,6749.0,3695.0,38168.0,10510.0,908.0,1125.0,1007.0,12772.0,2522.0,266.0,1679.0,2577.0,5944.0,5223.0,7068.0,4236.0,6180.0,9514.0,873.0,1158.0,4665.0,21555.0,7760.0,3684.0,3375.0,11044.0,1606.0,4691.0,6449.0,14701.0,2606.0,12237.0,5287.0,2098.0
2021-04-30,1918.0,1095.0,12190.0,36277.0,7397.0,4101.0,39170.0,10836.0,972.0,1215.0,1141.0,14071.0,2857.0,314.0,1890.0,2787.0,6774.0,5354.0,7527.0,5002.0,6876.0,9826.0,1111.0,1165.0,4459.0,20069.0,8249.0,4006.0,3983.0,11621.0,1649.0,4550.0,6967.0,16237.0,3109.0,14171.0,6220.0,2525.0
2021-05-31,1829.0,1214.0,11122.0,33871.0,7573.0,4227.0,36050.0,10824.0,919.0,1307.0,1123.0,14395.0,3090.0,335.0,1956.0,2959.0,7718.0,5300.0,8042.0,5605.0,7495.0,10176.0,1405.0,1186.0,4045.0,20018.0,8956.0,4127.0,4274.0,12020.0,1815.0,4779.0,7294.0,16596.0,3062.0,14431.0,6179.0,2909.0
2021-06-30,2030.0,1423.0,11795.0,37874.0,8820.0,5770.0,39398.0,12290.0,1112.0,1587.0,1259.0,17479.0,3588.0,389.0,2214.0,3239.0,10251.0,6246.0,9779.0,7620.0,9023.0,11783.0,1625.0,1345.0,4482.0,25466.0,10574.0,4673.0,4830.0,15614.0,2441.0,5403.0,8292.0,18649.0,3532.0,16769.0,7314.0,3730.0
2021-07-31,1749.0,1296.0,10176.0,35031.0,8249.0,5476.0,34874.0,11489.0,1017.0,1424.0,1297.0,16291.0,3618.0,352.0,2121.0,3007.0,9270.0,5485.0,8927.0,6903.0,8416.0,10406.0,1631.0,1356.0,4130.0,25523.0,10323.0,4245.0,4733.0,14693.0,2121.0,4932.0,7867.0,17953.0,3300.0,14898.0,6917.0,3603.0
2021-08-31,1817.0,1234.0,9833.0,33738.0,8034.0,5198.0,32547.0,11015.0,1015.0,1332.0,1173.0,15757.0,3421.0,362.0,2021.0,2369.0,8984.0,5394.0,9310.0,7122.0,8477.0,10390.0,1385.0,1336.0,4151.0,26186.0,10186.0,4251.0,4470.0,14970.0,2078.0,4784.0,7781.0,17638.0,3365.0,14211.0,6528.0,3330.0
2021-09-30,1679.0,1218.0,9863.0,32609.0,7444.0,4411.0,30479.0,9584.0,955.0,1158.0,1228.0,13455.0,3400.0,286.0,2018.0,2016.0,8036.0,5121.0,8949.0,6463.0,7852.0,9655.0,1327.0,1268.0,3902.0,22818.0,9785.0,4017.0,4306.0,13844.0,1962.0,4519.0,7029.0,16755.0,3147.0,12756.0,6139.0,2992.0
2021-10-31,1358.0,1149.0,9507.0,31483.0,7168.0,3982.0,29666.0,8957.0,977.0,1181.0,1195.0,12206.0,3033.0,250.0,1973.0,2218.0,6836.0,5144.0,8493.0,6023.0,7203.0,9449.0,1172.0,1201.0,3710.0,23182.0,9438.0,3633.0,4189.0,12970.0,1666.0,4294.0,6179.0,15652.0,3052.0,12464.0,5573.0,2804.0
2021-11-30,1456.0,1070.0,10010.0,30342.0,6937.0,3969.0,29491.0,9297.0,936.0,1094.0,1111.0,11496.0,2924.0,248.0,1819.0,2237.0,7478.0,4955.0,7862.0,5521.0,6741.0,9072.0,1214.0,1148.0,4060.0,20898.0,8509.0,3582.0,3819.0,12515.0,1801.0,3920.0,6391.0,14889.0,2964.0,12040.0,5109.0,2511.0
2021-12-31,1415.0,1025.0,9960.0,29437.0,6085.0,4005.0,31639.0,8656.0,859.0,977.0,948.0,10698.0,2819.0,214.0,1813.0,2361.0,7470.0,4617.0,7359.0,4990.0,6685.0,8956.0,1102.0,1036.0,3891.0,22172.0,8210.0,3590.0,3366.0,14674.0,1807.0,4005.0,6547.0,15296.0,2776.0,11399.0,4274.0,2461.0
2022-01-31,1059.0,782.0,7804.0,21248.0,3977.0,2853.0,24600.0,6599.0,819.0,722.0,750.0,8477.0,1934.0,190.0,1262.0,1787.0,4693.0,3388.0,5881.0,3020.0,4488.0,6572.0,691.0,822.0,3100.0,19105.0,5715.0,2846.0,2341.0,10793.0,1260.0,2961.0,4624.0,10899.0,1771.0,8083.0,2570.0,1544.0
2022-02-28,1131.0,797.0,8515.0,21653.0,4326.0,2255.0,25195.0,7265.0,656.0,692.0,746.0,7266.0,1947.0,167.0,1280.0,1888.0,3639.0,3239.0,5316.0,2636.0,4282.0,6442.0,699.0,727.0,3026.0,15268.0,5227.0,2506.0,2444.0,8580.0,979.0,3059.0,4685.0,11481.0,1923.0,8044.0,2988.0,1374.0
2022-03-31,1608.0,1038.0,10698.0,30814.0,5898.0,2950.0,32801.0,9542.0,864.0,950.0,996.0,9999.0,2435.0,224.0,1651.0,2421.0,4891.0,4299.0,6289.0,3744.0,5679.0,8477.0,864.0,1043.0,3985.0,17978.0,6777.0,3268.0,3509.0,10780.0,1225.0,4069.0,6210.0,14157.0,2501.0,11307.0,4602.0,1976.0
2022-04-30,1598.0,1013.0,9849.0,30016.0,6413.0,2967.0,31142.0,9032.0,909.0,988.0,1009.0,10704.0,2619.0,236.0,1694.0,2472.0,5397.0,4332.0,6589.0,4359.0,6036.0,8492.0,1029.0,979.0,3622.0,17162.0,7336.0,3266.0,3563.0,10649.0,1315.0,3916.0,6166.0,13936.0,2605.0,11422.0,5195.0,2101.0
2022-05-31,1693.0,1290.0,9352.0,28720.0,6842.0,3309.0,30649.0,9398.0,891.0,1128.0,1055.0,11452.0,2941.0,200.0,1734.0,2613.0,6598.0,4511.0,7261.0,5227.0,6998.0,8834.0,1063.0,1050.0,3587.0,18352.0,8348.0,3577.0,3638.0,11229.0,1473.0,4280.0,6603.0,15129.0,2693.0,12398.0,5436.0,2449.0
2022-06-30,1713.0,1109.0,8377.0,27228.0,6874.0,4088.0,28521.0,9106.0,852.0,1294.0,961.0,12462.0,3158.0,275.0,1832.0,2485.0,8924.0,4614.0,8332.0,6159.0,7765.0,9456.0,1321.0,1110.0,3094.0,21123.0,8839.0,3520.0,3643.0,12919.0,1697.0,4333.0,6843.0,15307.0,2630.0,12300.0,5341.0,2915.0
2022-07-31,1396.0,1062.0,6402.0,21768.0,5531.0,3806.0,22998.0,7864.0,697.0,1074.0,791.0,10331.0,2918.0,226.0,1784.0,2171.0,7209.0,3686.0,7422.0,5219.0,6910.0,7681.0,1107.0,971.0,2421.0,20101.0,8251.0,3335.0,2951.0,11149.0,1588.0,3715.0,6067.0,13432.0,2036.0,10086.0,4068.0,2528.0
2022-08-31,1450.0,1129.0,6440.0,23442.0,5550.0,3918.0,23375.0,7751.0,718.0,1134.0,850.0,10295.0,3019.0,271.0,1763.0,2029.0,7548.0,4120.0,7789.0,5325.0,6923.0,7864.0,1091.0,1006.0,2385.0,21224.0,8566.0,3465.0,3115.0,11659.0,1608.0,3797.0,6108.0,13729.0,2298.0,9991.0,4384.0,2571.0
2022-09-30,1343.0,919.0,6473.0,21534.0,5298.0,3441.0,18903.0,7160.0,706.0,957.0,793.0,9206.0,2745.0,187.0,1653.0,1801.0,6431.0,3604.0,7281.0,4505.0,6307.0,7352.0,994.0,920.0,2251.0,18058.0,7685.0,3225.0,2795.0,10222.0,1432.0,3459.0,5722.0,12552.0,2266.0,8865.0,4011.0,2327.0
2022-10-31,1128.0,785.0,5548.0,18461.0,4316.0,2875.0,19257.0,6194.0,633.0,823.0,766.0,7761.0,2346.0,190.0,1464.0,1619.0,5472.0,3132.0,6415.0,3801.0,5351.0,6395.0,804.0,798.0,2002.0,15968.0,6818.0,2703.0,2369.0,8744.0,1266.0,2980.0,4660.0,10457.0,1777.0,7654.0,3425.0,1876.0
2022-11-30,976.0,666.0,4833.0,15647.0,3607.0,2585.0,15764.0,5201.0,501.0,741.0,625.0,6690.0,2122.0,142.0,1159.0,1340.0,4980.0,2798.0,5286.0,3086.0,4747.0,5417.0,702.0,690.0,1759.0,14190.0,5713.0,2234.0,1944.0,7827.0,1086.0,2594.0,4002.0,8728.0,1545.0,6348.0,2658.0,1594.0
2022-12-31,896.0,668.0,4984.0,14825.0,3282.0,2447.0,16993.0,5305.0,495.0,631.0,560.0,6108.0,1890.0,139.0,1060.0,1352.0,4731.0,2477.0,4786.0,2687.0,4403.0,5174.0,646.0,658.0,1700.0,13211.0,5299.0,2117.0,1688.0,7470.0,1056.0,2441.0,3932.0,8873.0,1479.0,6171.0,2134.0,1443.0
2023-01-31,702.0,520.0,4359.0,11777.0,2612.0,1778.0,13384.0,3837.0,370.0,454.0,432.0,4394.0,1287.0,107.0,848.0,1102.0,3074.0,1684.0,3693.0,1857.0,3139.0,3930.0,458.0,512.0,1533.0,10293.0,3850.0,1619.0,1286.0,5436.0,747.0,1900.0,2960.0,6504.0,1168.0,4484.0,1688.0,922.0
2023-02-28,901.0,568.0,5667.0,13437.0,3263.0,1467.0,16318.0,4955.0,432.0,508.0,604.0,4553.0,1562.0,98.0,982.0,1222.0,2593.0,2100.0,3951.0,2029.0,3652.0,4728.0,544.0,597.0,1906.0,8519.0,4158.0,1874.0,1602.0,5431.0,628.0,2172.0,3326.0,8467.0,1557.0,5576.0,2256.0,990.0
2023-03-31,1154.0,778.0,7527.0,19161.0,4601.0,2133.0,23588.0,6808.0,587.0,759.0,731.0,7160.0,2164.0,170.0,1361.0,1636.0,3720.0,2668.0,5111.0,2773.0,4695.0,6587.0,737.0,740.0,2645.0,10735.0,5648.0,2384.0,2031.0,7607.0,899.0,3011.0,4732.0,11022.0,1998.0,7417.0,3109.0,1388.0
2023-04-30,1064.0,676.0,6758.0,17451.0,4502.0,1946.0,21383.0,6156.0,546.0,526.0,680.0,6994.0,2085.0,104.0,1139.0,1573.0,3730.0,2508.0,4510.0,2829.0,4655.0,6001.0,691.0,650.0,2273.0,9713.0,5380.0,2246.0,2002.0,7220.0,874.0,2816.0,4251.0,10448.0,1805.0,7325.0,2938.0,1446.0
2023-05-31,1273.0,805.0,8015.0,21256.0,5415.0,2362.0,24171.0,6981.0,607.0,545.0,807.0,8739.0,2491.0,99.0,1332.0,1899.0,4789.0,3121.0,5715.0,3527.0,5680.0,6967.0,953.0,773.0,2714.0,12212.0,6431.0,2865.0,2342.0,8444.0,1077.0,3357.0,5432.0,12896.0,2114.0,9017.0,3358.0,1876.0
2023-06-30,1194.0,881.0,7128.0,20573.0,5543.0,3081.0,22844.0,6862.0,645.0,598.0,912.0,9511.0,2555.0,128.0,1416.0,1960.0,6440.0,3215.0,6399.0,4727.0,6261.0,7316.0,1086.0,817.0,2613.0,14651.0,6951.0,2817.0,2519.0,9801.0,1303.0,3505.0,5468.0,12548.0,2092.0,9144.0,3503.0,2145.0
2023-07-31,1087.0,772.0,5755.0,18053.0,4784.0,2618.0,19058.0,5688.0,566.0,535.0,694.0,7820.0,2154.0,130.0,1416.0,1772.0,5355.0,2408.0,5301.0,3930.0,5465.0,6414.0,892.0,755.0,2360.0,13364.0,5953.0,2692.0,2250.0,7877.0,1061.0,2874.0,4624.0,10943.0,1903.0,7385.0,3231.0,2122.0
2023-08-31,1129.0,799.0,5540.0,19096.0,4672.0,1417.0,19201.0,6095.0,595.0,453.0,795.0,8267.0,2216.0,91.0,1422.0,1723.0,5635.0,2498.0,6014.0,4055.0,5765.0,7110.0,967.0,771.0,2246.0,15583.0,5427.0,2696.0,2499.0,8194.0,1195.0,2904.0,4668.0,11606.0,2162.0,7336.0,3521.0,2076.0
